# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1935,278.052,0.0922169
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1936,278.052,0.0990203
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1937,278.052,0.093181
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1938,278.052,0.0726512
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1939,278.052,0.0689628
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1940,278.052,0.0845414
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1941,278.052,0.092549
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1942,278.052,0.069878
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1943,278.052,0.0638431
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1944,278.052,0.0861355
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1945,278.052,0.096415
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1946,278.052,0.103739
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1947,278.052,0.0961522
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1948,278.052,0.0950557
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1949,278.052,0.0887801
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1950,278.052,0.0878354
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1951,278.052,0.0762482
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1952,278.052,0.0561011
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1953,278.052,0.0345649
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1954,278.052,0.0283412
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1955,278.052,0.0404498
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1956,278.052,0.0438474
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1957,278.052,0.0462895
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1958,278.052,0.0443821
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1959,278.052,0.0344974
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1960,278.052,-0.0454165
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1961,278.052,-0.14062
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1962,278.052,-0.218446
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1963,278.052,-0.701902
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1964,278.052,-1.06045
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1965,278.052,-0.739305
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1966,278.052,-0.355232
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1967,278.052,-0.223653
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1968,278.052,-0.417917
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1969,278.052,-0.487934
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1970,278.052,-0.23957
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1971,278.052,-0.0348714
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1972,278.052,0.0411693
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1973,278.052,0.0334176
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1974,278.052,-0.0729497
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1975,278.052,-0.133235
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1976,278.052,0.0308083
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1977,278.052,0.222351
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1978,278.052,0.238565
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1979,278.052,0.260645
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1980,278.052,0.354973
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1981,278.052,0.31926
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1982,278.052,-0.319079
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1983,278.052,-0.569632
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1984,278.052,0.0223287
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1985,278.052,0.352714
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1986,278.052,0.449745
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1987,278.052,0.519657
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1988,278.052,0.598452
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1989,278.052,0.65531
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1990,278.052,0.687316
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1991,278.052,-0.218295
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1992,278.052,-0.790337
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1993,278.052,-0.0261037
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1994,278.052,0.548831
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1995,278.052,0.762521
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1996,278.052,0.84857
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1997,278.052,0.897101
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1998,278.052,0.950754
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1999,278.052,0.997296
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2000,278.052,1.02722
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2001,278.052,1.03231
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2002,278.052,1.03312
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2003,278.052,1.03515
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2004,278.052,1.03732
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2005,278.052,0.990555
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2006,278.052,0.886661
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2007,278.052,0.831665
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2008,278.052,0.844678
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2009,278.052,0.857849
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2010,278.052,0.871093
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2011,278.052,0.884469
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2012,278.052,0.897913
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2013,278.052,0.911399
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2014,278.052,0.924904
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2015,278.052,0.938369
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2016,278.052,0.951868
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2017,278.052,0.965364
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2018,278.052,0.978831
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2019,278.052,0.992248
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2020,278.052,1.0056
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2021,278.052,1.01948
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2022,278.052,1.03307
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2023,278.052,1.0464
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2024,278.052,1.0595
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2025,278.052,1.07239
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2026,278.052,1.08509
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2027,278.052,1.09762
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2028,278.052,1.11001
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2029,278.052,1.12227
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,2030,278.052,1.13443
